RSST_Accruals,recch,invch,Soft_Assets,Change_Cash_Sales,Delta_ROA,Issued,Misstated
-0.039771008,0.053243119,0.064930798,0.007250703,-0.212263453,0.003356242,0,FALSE
0.005691183,0.054314221,0.06418277,0.1351640924665301,-0.21205065,0.005989568,0,FALSE
0.011736132,0.6183645011470542,0.1078146044031569,0.1322962751219739,0.016786407,0.004749529,0,FALSE
0.012929513,0.032136315,-0.037729001,0.014520403,0.050097617,0.004700917,0,FALSE
0.012678298,0.042149082,0.030332117,0.1146891294061862,0.053469063,0.004691554,1,FALSE
0.012673343,0.024106442,-0.10088059,0.1021037228251314,0.080090786,0.004694475,1,FALSE
0.012231635,0.034532735,0.043881846,0.023967792,0.1100973510044851,0.004698158,1,FALSE
0.012742033,-0.006247088,0.084464755,-0.072313649,0.082590745,0.004700153,1,FALSE
0.01265257,0.034437828,0.1883602212870382,-0.061857551,0.089071683,0.004696538,1,FALSE
0.011479168,0.2463871572125232,0.1983449803541108,-0.21213061,0.056678485,0.004701045,1,FALSE
0.013495328,0.010917655,0.1001970238726117,-0.294101996,0.050916786,0.004723551,1,FALSE
0.01273007,0.067282686,-0.013886779,-0.374030348,0.050631208,0.004673587,1,FALSE
0.013433676,-1.399865621,-0.960038571,0.4135852933011114,1.8666923311980232,0.00492195,0,FALSE
0.039432065,2.6032074343400247,2.2545898817515644,1.1904500383493342,2.0842020472781564,0.00446322,0,FALSE
0.002655815,-2.135400636,12.71278465612962,1.105984647753083,3.692760168152085,0.004486912,0,FALSE
0.010984017,-3.518342047,0.1241291988769037,1.0163261499176892,4.0797156555605625,0.004982063,0,FALSE
0.011776955,-2.193023194,-0.264088081,1.1824848204403429,4.023867343,0.004698996,0,FALSE
0.008863272,-3.318357872,-3.492919605,1.0455495007522668,3.949553786345735,0.00473495,0,FALSE
0.00275102,0.949101041,-2.238314981,1.0680380897007196,4.133753649942518,0.004326897,0,FALSE
0.010592638,0.055619202,0.067908709,-0.671232035,-0.211590105,0.004635825,0,FALSE
0.018345227,0.0539312,0.063145945,-0.369001781,-0.212013448,0.004339429,0,FALSE
0.00628407,0.051887294,0.063458413,-0.150531409,-0.211929993,0.004781503,0,FALSE
-0.001932739,0.055927653,0.062975509,-0.095805391,-0.212027116,0.004587157,0,FALSE
-0.00064268,0.053629529,0.063321117,0.276876614,-0.212089663,0.004609753,0,FALSE
-0.007936665,0.055263298,0.063709334,0.5894662566717472,-0.212519342,0.0045062,0,FALSE
0.00921657,0.063133862,0.1374374766092608,0.046449021,-0.190459711,0.004445685,1,FALSE
-0.00459541,0.097059991,0.1717000187469584,0.5936059466113689,-0.197248223,0.003017819,1,FALSE
0.041410763,0.019791529,0.092579443,0.027307293,-0.191541014,0.007028203,1,FALSE
0.018659169,0.054276936,0.016810793,0.9888118859928456,-0.19279303,0.004203293,1,FALSE
0.004798004,0.058130868,0.12441326,0.876449335,-0.190608972,0.004673466,1,FALSE
0.020929036,0.011514218,0.049951292,0.5916281337038383,-0.188024199,0.005026342,1,FALSE
0.023065929,0.048779066,0.040525187,-0.427589637,-0.194547409,0.00467397,1,FALSE
0.024072659,0.047711354,0.036202719,-0.560291933,-0.191708921,0.004666079,1,FALSE
0.018942804,0.057005533,0.060267456,-0.637016956,-0.19023324,0.00467198,1,FALSE
0.018594272,0.054880278,0.051603583,-0.637878027,-0.189031732,0.00462093,1,FALSE
0.009922672,0.053483778,0.087650978,-0.513055284,-0.189404839,0.004679411,1,FALSE
0.012518219,0.066781031,0.076127553,0.6159373987444221,-0.174116883,0.004750267,1,FALSE
-0.004700832,0.079759665,0.049255342,0.558396227,-0.174496055,0.004316506,1,FALSE
0.015770554,0.068289386,0.066545214,0.655262676,-0.17432498,0.005097504,1,FALSE
0.009817097,0.037379968,0.066815072,0.000803222,-0.181793809,0.004712225,1,FALSE
0.007522961,0.062381379,0.094250671,-0.443841379,-0.186081366,0.00459773,1,FALSE
0.002596713,0.059727352,0.1012054419291724,0.2598497759425219,-0.186851656,0.004492218,0,FALSE
0.019588774,0.055246351,0.063941317,0.1256596655981254,-0.191996761,0.005307621,0,FALSE
0.011218956,0.053971875,0.05880454,0.1721650824372295,-0.19278434,0.004434154,0,FALSE
0.009979762,0.046518228,0.047891847,0.029815691,-0.192886714,0.004722089,0,FALSE
0.013163236,0.0533143,0.025725587,0.2650148356515457,-0.188568381,0.004665475,0,FALSE
0.001878404,0.053731216,0.079375321,0.346140894,-0.187770664,0.004456015,0,FALSE
0.013960727,0.048836688,0.067866099,0.338832385,-0.186326936,0.005012641,0,FALSE
0.01174796,0.053873578,0.034531491,0.4629531768788437,-0.186189261,0.004624324,0,FALSE
0.01757317,0.054249819,0.062582557,-0.876277832,-0.214266299,0.004642685,0,FALSE
0.01786851,0.054256598,0.062582557,-0.787790401,-0.21426657,0.004923444,0,FALSE
0.017120948,-1.260893567,-0.283025509,-0.800771818,0.1019942768083929,0.00466436,1,FALSE
0.005820237,-1.599849795,-0.150463511,-0.726230761,0.1469806808416123,0.004726616,1,FALSE
0.024741956,-1.484604678,-0.439259293,-0.641161834,0.1782086675447526,0.004655871,1,FALSE
0.012399128,-0.599928922,0.010504629,-0.425948791,0.6316933440164415,0.004689995,1,FALSE
0.009722194,0.068892728,0.035663003,-1.057864288,-0.185605524,0.004659374,0,FALSE
0.010765713,0.06214411,0.061730373,-1.181274779,-0.187074778,0.004686487,1,FALSE
0.014104122,0.045118338,0.069532593,-0.947237458,-0.185233142,0.004710422,1,FALSE
0.011722211,0.0513009,0.058439994,-0.357150982,-0.184635918,0.004666103,1,FALSE
0.011243693,0.054002381,0.046712992,-0.856185996,-0.172989508,0.004717882,1,FALSE
0.010699337,0.013947924,0.064343738,-0.696621207,-0.147909633,0.004677697,1,FALSE
0.009885517,0.061662792,0.037291621,-0.639550316,-0.135297509,0.004600633,1,FALSE
0.012887721,-0.010290836,0.025720853,-0.436179931,-0.145036296,0.004802747,1,FALSE
0.013543016,-0.128698415,0.025365776,-0.472529692,-0.126094033,0.004796087,1,FALSE
0.018460946,0.058568122,-0.090758534,-0.346286063,-0.123806424,0.004584648,1,FALSE
0.017219366,0.066509866,0.046660914,-0.596120872,-0.121308367,0.00474863,1,FALSE
0.013697718,0.077071742,0.004435183,-0.489721194,-0.117102455,0.004644317,0,FALSE
0.011950082,0.04526409,-0.06373009,-0.47452392,-0.136749475,0.004692536,0,FALSE
0.01461867,-0.039790197,0.027240581,-0.691543536,-0.107784295,0.004762736,0,FALSE
0.015257092,0.05386002,0.2303776403103996,-0.764514099,-0.113123104,0.004669642,0,FALSE
0.014254089,0.020106758,0.017421525,-0.748872353,-0.123410961,0.004678049,0,FALSE
0.013314207,-0.043569559,-0.025599578,-0.766506201,-0.112385852,0.004693474,0,FALSE
0.012216559,0.06864868,0.005074322,-0.748270222,-0.099744039,0.004690525,0,FALSE
0.012185982,0.023157364,-0.002268666,-0.820871815,-0.103967692,0.004687189,0,FALSE
0.022237106,0.054321,0.053734044,1.175760530502762,-0.212574647,0.005457427,1,FALSE
0.003967174,0.053632919,0.061507858,0.9771011389652644,-0.212482864,0.004431592,1,FALSE
0.011466245,0.052921111,0.065053891,0.7462334711699029,-0.212282824,0.004925833,1,FALSE
0.033450948,0.051429703,0.045903417,1.4843303044599163,-0.21199444,0.004773649,1,FALSE
0.005273916,0.055992054,0.072671472,1.330535936347354,-0.212291242,0.004366464,1,FALSE
-0.00309256,0.057164843,0.06174931,1.4719659420514677,-0.21262787,0.004198808,0,FALSE
0.018737113,0.049690858,-0.019440179,0.4157478531285529,-0.210207203,0.004687332,1,FALSE
0.013218044,0.039698428,0.040738233,0.4419185443862273,-0.207855057,0.004701988,1,FALSE
0.012784132,0.040755972,0.045690371,0.5505844463550326,-0.207795317,0.004686631,0,FALSE
0.001546976,0.1046187147742429,0.1217998951969608,0.1530889984026192,-0.112360417,0.005014309,1,FALSE
0.020741467,0.023940353,-0.002538525,0.2588161681520968,-0.109343522,0.005161568,1,FALSE
0.022961089,-0.028326697,-0.046231906,0.4527517276630349,-0.096873327,0.004765215,1,FALSE
-0.000994693,0.1989163374552461,0.1650719188446816,0.9837830563857493,-0.12461093,0.004050749,1,FALSE
0.017258854,0.054256598,0.378226877,0.5636545775827274,-0.033793789,0.00456598,1,FALSE
0.008413457,0.054256598,0.091244355,0.3554373186523975,0.00409309,0.004699182,1,FALSE
0.013114663,0.054256598,-0.048783725,0.3103741579848111,-0.0073779,0.004772367,1,FALSE
0.008358444,0.054256598,0.1803496891194295,0.075103728,-0.003154971,0.004726012,1,FALSE
0.024781717,-0.051887544,-0.032346037,0.5088456602970758,0.038003154,0.004724647,1,FALSE
0.016968447,0.072007736,-0.188451993,0.5169720702893018,0.062916751,0.004696685,1,FALSE
0.00603538,0.053683762,0.2420430961384066,0.3948229362546748,0.058195622,0.004460764,1,FALSE
-0.002735757,0.055053146,0.4059654754358561,0.2280420810443568,0.009728067,0.00441226,1,FALSE
0.006352782,0.05308042,0.065503655,0.3247563299481362,-0.027357566,0.004948704,1,FALSE
0.013005565,0.044355687,-0.007121382,0.5253493285486667,-0.027376483,0.004725444,1,FALSE
0.008421355,0.044728539,0.1812634200345291,0.4364911463138944,-0.033672589,0.004799889,0,FALSE
0.061165056,0.093744999,0.062582557,0.4742761984252137,-0.078576261,0.006891656,1,FALSE
0.061165056,0.093744999,0.062582557,0.4742761984252137,-0.078576261,0.006891656,1,FALSE
0.027310653,0.1392295352341898,0.062582557,0.1449674861289439,-0.054024999,0.004134372,1,FALSE
0.018036583,0.114519626,0.062582557,-0.051842287,-0.052224547,0.004793632,1,FALSE
0.014676719,0.054690462,0.062582557,0.4779602854893319,-0.061844758,0.004592803,1,FALSE
0.011608725,0.063432143,0.062582557,0.043180922,-0.019365283,0.004684313,1,FALSE
0.016759933,0.000972679,0.062582557,-0.004553792,0.02479453,0.004686415,1,FALSE
0.014663396,0.042976135,0.062582557,0.2468264092331959,0.025159128,0.004723168,1,FALSE
0.009325861,0.065313351,0.062582557,0.056967824,0.054199888,0.004727771,1,FALSE
0.012955668,0.001348921,0.007394157,0.1470810920584119,0.040534793,0.004710817,1,FALSE
0.016891477,-0.001369508,0.033418917,0.019001268,0.077537604,0.004702792,1,FALSE
0.01769412,-0.084051101,0.044203783,0.1912190949324224,0.1104232082570396,0.004637687,1,FALSE
0.008867893,-0.198618306,0.1110339672128342,0.3069541042940109,0.1328350364764142,0.004628275,1,FALSE
0.014267865,-0.123336128,0.00873398,0.4948383384291785,0.2066120149636662,0.004649808,1,FALSE
0.006874214,-0.400246418,0.023543049,0.6366848026009452,0.235683822,0.004730262,1,FALSE
0.013841381,-0.084410395,0.1459309131983211,0.7241946345566408,0.317919331,0.004707221,1,FALSE
0.015029733,-0.282309988,0.06318382,0.8013294920565217,0.456766473,0.004636716,1,FALSE
0.013189763,-0.399941358,0.042963381,0.794710445,0.4459023918681568,0.004716536,1,FALSE
0.004898136,0.1121435430399448,0.07029009,0.2565925144190309,0.1985252336302016,0.004891547,1,FALSE
0.040589611,0.057910547,0.0667914,0.6473433531828485,-0.203504501,0.004551564,1,FALSE
0.01689376,0.057483462,0.064869251,0.5674851569196184,-0.202654647,0.004707833,1,FALSE
0.020371489,0.05068061,0.063245367,0.8280996030282421,-0.198785726,0.004697749,1,FALSE
0.014830664,0.041447443,0.068121755,0.6094434539611595,-0.19605821,0.004740201,1,FALSE
0.024346099,0.064364273,0.047839769,0.7997878842991881,-0.197142953,0.004706666,1,FALSE
0.019796473,0.032787111,0.056205378,1.0717698499235266,-0.193867997,0.004558572,1,FALSE
0.01472074,0.058286788,0.046755601,1.089072779896887,-0.1918036,0.004694378,1,FALSE
0.015198713,0.053629529,0.073462109,1.0473927907530796,-0.190712884,0.004747009,1,FALSE
0.017650413,0.050646715,0.038015978,1.072880675385986,-0.189374878,0.004726858,1,FALSE
0.018655984,0.008670375,0.052933937,1.2163270454924826,-0.183936411,0.004680884,1,FALSE
0.017395782,0.062076319,0.052039144,1.2029226605641956,-0.179493619,0.004713611,1,FALSE
0.01814924,0.045962339,0.03767037,1.2139842412319126,-0.175575185,0.004713332,1,FALSE
0.018227589,0.03341418,0.049998636,1.2399786666162704,-0.16947215,0.004696684,1,FALSE
0.017046498,0.041020358,0.014883909,1.2269205445225266,-0.162772978,0.004699085,1,FALSE
